NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2014,2014,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,78442385,1238,Outros custos e despesas,2015,2015,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2015,2015,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,70568395,1238,Outros custos e despesas,2016,2016,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2016,2016,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,62227653,1238,Outros custos e despesas,2017,2017,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2017,2017,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,62925563,1238,Outros custos e despesas,2018,2018,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2018,2018,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,78047670,1238,Outros custos e despesas,2019,2019,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2019,2019,53,Distrito Federal,104029,Total
1,Brasil,40,Mil Reais,73303915,1238,Outros custos e despesas,2020,2020,1,Brasil,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,11,Rondônia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,12,Acre,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,13,Amazonas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,14,Roraima,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,15,Pará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,16,Amapá,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,17,Tocantins,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,21,Maranhão,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,22,Piauí,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,23,Ceará,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,25,Paraíba,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,26,Pernambuco,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,27,Alagoas,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,28,Sergipe,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,29,Bahia,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,31,Minas Gerais,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,32,Espírito Santo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,35,São Paulo,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,41,Paraná,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,42,Santa Catarina,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,51,Mato Grosso,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,52,Goiás,104029,Total
3,Unidade da Federação,40,Mil Reais,-,1238,Outros custos e despesas,2020,2020,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001238,Outros custos e despesas - percentual do total geral,2007,2007,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2007,2007,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001238,Outros custos e despesas - percentual do total geral,2008,2008,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2008,2008,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1001238,Outros custos e despesas - percentual do total geral,2009,2009,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2009,2009,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2009,2009,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1001238,Outros custos e despesas - percentual do total geral,2009,2009,13,Amazonas,104029,Total
